sl_name,metasub_name,ha_name,barcode,plate_id,plate_position,city,elevation,latitude,longitude,project,setting,surface,surface_material,traffic_level
None,None,5106-CEM-0067,None,zymo plate 1,f07,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0068,None,zymo plate 1,f08,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0069,None,zymo plate 1,f09,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0070,None,zymo plate 1,f10,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0071,None,zymo plate 1,f11,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0072,None,zymo plate 1,f12,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0073,None,zymo plate 1,g01,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0074,None,zymo plate 1,g02,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0075,None,zymo plate 1,g03,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0076,None,zymo plate 1,g04,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0077,None,zymo plate 1,g05,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0078,None,zymo plate 1,g06,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0079,None,zymo plate 1,g07,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0080,None,zymo plate 1,g08,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0081,None,zymo plate 1,g09,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0082,None,zymo plate 1,g10,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0083,None,zymo plate 1,g11,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0084,None,zymo plate 1,g12,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0085,None,zymo plate 1,h01,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0086,None,zymo plate 1,h02,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0087,None,zymo plate 1,h03,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0088,None,zymo plate 1,h04,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0089,None,zymo plate 1,h05,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0090,None,zymo plate 1,h06,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0091,None,zymo plate 1,h07,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0092,None,zymo plate 1,h08,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0093,None,zymo plate 1,h09,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0094,None,zymo plate 1,h10,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0095,None,zymo plate 1,h11,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0096,None,None,None,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0097,None,zymo plate 2,a01,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0098,None,zymo plate 2,a02,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0099,None,zymo plate 2,a03,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0100,None,zymo plate 2,a04,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0101,None,zymo plate 2,a05,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0102,None,zymo plate 2,a06,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0103,None,zymo plate 2,a07,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0104,None,zymo plate 2,a08,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0105,None,zymo plate 2,a09,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0106,None,zymo plate 2,a10,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0107,None,zymo plate 2,a11,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0108,None,zymo plate 2,a12,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0109,None,zymo plate 2,b01,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0110,None,zymo plate 2,b02,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0111,None,zymo plate 2,b03,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0112,None,zymo plate 2,b04,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0113,None,zymo plate 2,b05,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0114,None,zymo plate 2,b06,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0115,None,zymo plate 2,b07,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0116,None,zymo plate 2,b08,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0117,None,zymo plate 2,b09,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0118,None,zymo plate 2,b10,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0119,None,zymo plate 2,b11,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0120,None,zymo plate 2,b12,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0121,None,zymo plate 2,c01,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0122,None,zymo plate 2,c02,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0123,None,zymo plate 2,c03,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0124,None,zymo plate 2,c04,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0125,None,zymo plate 2,c05,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0126,None,zymo plate 2,c06,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0127,None,zymo plate 2,c07,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0128,None,zymo plate 2,c08,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0129,None,zymo plate 2,c09,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0130,None,zymo plate 2,c10,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0131,None,zymo plate 2,c11,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0132,None,zymo plate 2,c12,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0133,None,zymo plate 2,d01,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0134,None,zymo plate 2,d02,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0135,None,zymo plate 2,d03,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0136,None,zymo plate 2,d04,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0137,None,zymo plate 2,d05,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0138,None,zymo plate 2,d06,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0139,None,zymo plate 2,d07,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0140,None,zymo plate 2,d08,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0141,None,zymo plate 2,d09,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0142,None,zymo plate 2,d10,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0143,None,zymo plate 2,d11,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0144,None,zymo plate 2,d12,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0145,None,zymo plate 2,e01,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0146,None,zymo plate 2,e02,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0147,None,zymo plate 2,e03,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0148,None,zymo plate 2,e04,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0149,None,zymo plate 2,e05,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0150,None,zymo plate 2,e06,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0151,None,zymo plate 2,e07,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0152,None,zymo plate 2,e08,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0153,None,zymo plate 2,e09,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0154,None,zymo plate 2,e10,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0155,None,zymo plate 2,e11,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0156,None,zymo plate 2,e12,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0157,None,zymo plate 2,f01,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0158,None,zymo plate 2,f02,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0159,None,zymo plate 2,f03,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0160,None,zymo plate 2,f04,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0161,None,zymo plate 2,f05,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0162,None,zymo plate 2,f06,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0163,None,zymo plate 2,f07,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0164,None,zymo plate 2,f08,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0165,None,zymo plate 2,f09,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0166,None,zymo plate 2,f10,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0167,None,zymo plate 2,f11,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0168,None,zymo plate 2,f12,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0169,None,zymo plate 2,g01,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0170,None,zymo plate 2,g02,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0171,None,zymo plate 2,g03,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0172,None,zymo plate 2,g04,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0173,None,zymo plate 2,g05,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0174,None,zymo plate 2,g06,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0175,None,zymo plate 2,g07,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0176,None,zymo plate 2,g08,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0177,None,zymo plate 2,g09,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0178,None,zymo plate 2,g10,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0179,None,zymo plate 2,g11,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0180,None,zymo plate 2,g12,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0181,None,zymo plate 2,h01,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0182,None,zymo plate 2,h02,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0183,None,zymo plate 2,h03,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0184,None,zymo plate 2,h04,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0185,None,zymo plate 2,h05,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0186,None,zymo plate 2,h06,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0187,None,zymo plate 2,h07,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0188,None,zymo plate 2,h08,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0189,None,zymo plate 2,h09,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0190,None,zymo plate 2,h10,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0191,None,zymo plate 2,h11,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0192,None,None,None,nyc,,,,winter-sampling,,,,
None,None,5106-CEM-0413,None,plate_0006,a01,london,under_ground,51.509135067,-0.196517879,csd17,urban,escalator_handrail,rubber,
None,None,5106-CEM-0414,None,plate_0006,a02,london,under_ground,51.510453171,-0.187402539,csd17,urban,handrail,metal,
None,None,5106-CEM-0415,None,plate_0006,a03,london,under_ground,51.513610410,-0.158415035,csd17,urban,handrail,metal,
None,None,5106-CEM-0416,None,plate_0006,a04,london,under_ground,51.513879061,-0.149315708,csd17,urban,handrail,metal,
None,None,5106-CEM-0417,None,plate_0006,a05,london,under_ground,51.515198326,-0.141753096,csd17,urban,handrail,metal,
None,None,5106-CEM-0418,None,plate_0006,a06,london,under_ground,51.516276082,-0.130856050,csd17,urban,handrail,metal,
None,None,5106-CEM-0419,None,plate_0006,a07,london,under_ground,51.517506300,-0.119995446,csd17,urban,handrail,metal,
None,None,5106-CEM-0420,None,plate_0006,a08,london,under_ground,51.518194371,-0.111660401,csd17,urban,escalator_handrail,rubber,
None,None,5106-CEM-0421,None,plate_0006,a09,london,under_ground,51.514875732,-0.097559304,csd17,urban,escalator_handrail,rubber,
None,None,5106-CEM-0422,None,plate_0006,a10,london,under_ground,51.513373502,-0.088906725,csd17,urban,escalator_handrail,rubber,
None,None,5106-CEM-0423,None,plate_0006,a11,london,under_ground,51.517421127,-0.082958757,csd17,urban,escalator_handrail,rubber,
None,None,5106-CEM-0424,None,plate_0006,a12,london,under_ground,51.527267549,-0.055423847,csd17,urban,escalator_handrail,rubber,
None,None,5106-CEM-0425,None,plate_0006,b01,london,under_ground,51.525162272,-0.033400538,csd17,urban,-,-,
None,None,5106-CEM-0426,None,plate_0006,b02,london,under_ground,51.541377658,-0.003185389,csd17,urban,-,-,
None,None,5106-CEM-0427,None,plate_0006,b03,london,above_ground_open,51.556503397,-0.005618740,csd17,urban,handrail,wood,
None,None,5106-CEM-0428,None,plate_0006,b04,london,above_ground_open,51.568254279,0.008223901,csd17,urban,handrail,metal,
None,None,5106-CEM-0429,None,plate_0006,b05,london,above_ground_open,51.580893551,0.021492179,csd17,urban,handrail,metal,
None,None,5106-CEM-0430,None,plate_0006,b06,london,above_ground_open,51.591793443,0.027321779,csd17,urban,handrail,metal,
None,None,5106-CEM-0431,None,plate_0006,b07,london,above_ground_open,51.607093559,0.034027185,csd17,urban,handrail,metal,
None,None,5106-CEM-0432,None,plate_0006,b08,london,under_ground,51.514979099,-0.301471777,csd17,urban,handrail,metal,
None,None,5106-CEM-0433,None,plate_0006,b09,london,under_ground,51.517928534,-0.280959813,csd17,urban,handrail,metal,
None,None,5106-CEM-0434,None,plate_0006,b10,london,under_ground,51.575586046,0.028739769,csd17,urban,escalator_handrail,rubber,
None,None,5106-CEM-0435,None,plate_0006,b11,london,under_ground,51.576368336,0.045413423,csd17,urban,handrail,metal,
None,None,5106-CEM-0436,None,plate_0006,b12,london,under_ground,51.576557097,0.066103646,csd17,urban,escalator_handrail,rubber,
None,None,5106-CEM-0437,None,plate_0006,c01,london,above_ground_open,51.575639509,0.090329654,csd17,urban,-,-,
None,None,5106-CEM-0438,None,plate_0006,c02,london,above_ground_open,51.585855444,0.088509189,csd17,urban,handrail,metal,
None,None,5106-CEM-0439,None,plate_0006,c03,london,above_ground_open,51.595747808,0.090921024,csd17,urban,handrail,wood,
None,None,5106-CEM-0440,None,plate_0006,c04,london,above_ground_open,51.603792541,0.093105998,csd17,urban,handrail,metal,
None,None,5106-CEM-0441,None,plate_0006,c05,london,above_ground_open,51.613409710,0.092132915,csd17,urban,handrail,metal,
None,None,5106-CEM-0442,None,plate_0006,c06,london,above_ground_open,51.617931677,0.074523461,csd17,urban,handrail,metal,
None,None,5106-CEM-0443,None,plate_0006,c07,london,above_ground_open,51.617179945,0.043856090,csd17,urban,handrail,metal,
None,None,5106-CEM-0444,None,plate_0006,c08,london,above_ground_open,51.542361624,-0.346412020,csd17,urban,bench,wood,
None,None,5106-CEM-0445,None,plate_0006,c09,london,above_ground_open,51.536659128,-0.323817282,csd17,urban,bench,wood,
None,None,5106-CEM-0446,None,plate_0006,c10,london,above_ground_open,51.530072876,-0.292973103,csd17,urban,bench,wood,
None,None,5106-CEM-0447,None,plate_0006,c11,london,above_ground_open,51.523436048,-0.259700310,csd17,urban,bench,wood,
None,None,5106-CEM-0448,None,plate_0006,c12,london,above_ground_open,51.516648287,-0.247481639,csd17,urban,bench,wood,
None,None,5106-CEM-0449,None,plate_0006,d01,london,above_ground_open,51.512044211,-0.224221914,csd17,urban,bench,metal_wood,
None,None,5106-CEM-0450,None,plate_0006,d02,london,under_ground,51.504520582,-0.218739321,csd17,urban,bench,metal,
None,None,5106-CEM-0451,None,plate_0006,d03,london,under_ground,51.507404594,-0.205705089,csd17,urban,bench,metal,
None,None,5106-CEM-0452,None,plate_0006,d04,london,under_ground,51.509135067,-0.196517879,csd17,urban,bench,metal,
None,None,5106-CEM-0453,None,plate_0006,d05,london,under_ground,51.510453171,-0.187402539,csd17,urban,bench,metal,
None,None,5106-CEM-0454,None,plate_0006,d06,london,under_ground,51.513610410,-0.158415035,csd17,urban,bench,metal,
None,None,5106-CEM-0455,None,plate_0006,d07,london,under_ground,51.513879061,-0.149315708,csd17,urban,bench,metal,
None,None,5106-CEM-0456,None,plate_0006,d08,london,under_ground,51.515198326,-0.141753096,csd17,urban,bench,metal,
None,None,5106-CEM-0457,None,plate_0006,d09,london,under_ground,51.516276082,-0.130856050,csd17,urban,bench,metal,
None,None,5106-CEM-0458,None,plate_0006,d10,london,under_ground,51.517506300,-0.119995446,csd17,urban,bench,metal,
None,None,5106-CEM-0459,None,plate_0006,d11,london,under_ground,51.518194371,-0.111660401,csd17,urban,bench,metal,
None,None,5106-CEM-0460,None,plate_0006,d12,london,under_ground,51.514875732,-0.097559304,csd17,urban,bench,metal,
None,None,5106-CEM-0461,None,plate_0006,e01,london,under_ground,51.513373502,-0.088906725,csd17,urban,bench,metal,
None,None,5106-CEM-0462,None,plate_0006,e02,london,under_ground,51.517421127,-0.082958757,csd17,urban,bench,metal,
None,None,5106-CEM-0463,None,plate_0006,e03,london,under_ground,51.527267549,-0.055423847,csd17,urban,bench,wood,
None,None,5106-CEM-0464,None,plate_0006,e04,london,under_ground,51.525162272,-0.033400538,csd17,urban,bench,metal,
None,None,5106-CEM-0465,None,plate_0006,e05,london,under_ground,51.541377658,-0.003185389,csd17,urban,bench,-,
None,None,5106-CEM-0466,None,plate_0006,e06,london,above_ground_open,51.556503397,-0.005618740,csd17,urban,bench,wood,
None,None,5106-CEM-0467,None,plate_0006,e07,london,,,,csd17,,,,
None,None,5106-CEM-0468,None,plate_0006,e08,london,,,,csd17,,,,
None,None,5106-CEM-0469,None,plate_0006,e09,london,,,,csd17,,,,
None,None,5106-CEM-0470,None,plate_0006,e10,london,,,,csd17,,,,
None,None,5106-CEM-0471,None,plate_0006,e11,london,above_ground_open,51.568254279,0.008223901,csd17,urban,bench,wood,
None,None,5106-CEM-0472,None,plate_0006,e12,london,above_ground_open,51.580893551,0.021492179,csd17,urban,bench,wood,
None,None,5106-CEM-0473,None,plate_0006,f01,london,above_ground_open,51.591793443,0.027321779,csd17,urban,bench,wood,
None,None,5106-CEM-0474,None,plate_0006,f02,london,above_ground_open,51.607093559,0.034027185,csd17,urban,bench,metal,
None,None,5106-CEM-0475,None,plate_0006,f03,london,under_ground,51.514979099,-0.301471777,csd17,urban,bench,metal,
None,None,5106-CEM-0476,None,plate_0006,f04,london,under_ground,51.517928534,-0.280959813,csd17,urban,bench,wood,
None,None,5106-CEM-0477,None,plate_0006,f05,london,under_ground,51.575586046,0.028739769,csd17,urban,bench,wood,
None,None,5106-CEM-0478,None,plate_0006,f06,london,under_ground,51.576368336,0.045413423,csd17,urban,bench,wood,
None,None,5106-CEM-0479,None,plate_0006,f07,london,under_ground,51.576557097,0.066103646,csd17,urban,bench,wood,
None,None,5106-CEM-0480,None,plate_0006,f08,london,above_ground_open,51.575639509,0.090329654,csd17,urban,bench,wood,
None,None,5106-CEM-0481,None,plate_0006,f09,london,above_ground_open,51.585855444,0.088509189,csd17,urban,bench,wood,
None,None,5106-CEM-0482,None,plate_0006,f10,london,above_ground_open,51.595747808,0.090921024,csd17,urban,bench,wood,
None,None,5106-CEM-0483,None,plate_0006,f11,london,above_ground_open,51.603792541,0.093105998,csd17,urban,bench,wood,
None,None,5106-CEM-0484,None,plate_0006,f12,london,above_ground_open,51.613409710,0.092132915,csd17,urban,bench,wood,
None,None,5106-CEM-0485,None,plate_0006,g01,london,above_ground_open,51.617931677,0.074523461,csd17,urban,bench,wood,
None,None,5106-CEM-0486,None,plate_0006,g02,london,above_ground_open,51.617179945,0.043856090,csd17,urban,bench,wood,
None,None,5106-CEM-0487,None,plate_0006,g03,london,above_ground_open,51.650657954,-0.194737478,csd17,urban,ticket_machine,glass,
None,None,5106-CEM-0488,None,plate_0006,g04,london,above_ground_open,51.630265127,-0.179247175,csd17,urban,ticket_machine,glass,
None,None,5106-CEM-0489,None,plate_0006,g05,london,above_ground_open,51.617872781,-0.185394277,csd17,urban,ticket_machine,glass,
None,None,5106-CEM-0490,None,plate_0006,g06,london,above_ground_open,51.609549070,-0.188445598,csd17,urban,ticket_machine,glass,
None,None,5106-CEM-0491,None,plate_0006,g07,london,above_ground_open,51.601000000,-0.192400000,csd17,urban,ticket_machine,glass,
None,None,5106-CEM-0492,None,plate_0006,g08,london,above_ground_open,51.587335007,-0.164725648,csd17,urban,ticket_machine,glass,
None,None,5106-CEM-0493,None,plate_0006,g09,london,under_ground,51.577658850,-0.146618543,csd17,urban,ticket_machine,glass,
None,None,5106-CEM-0494,None,plate_0006,g10,london,under_ground,51.565495779,-0.135099708,csd17,urban,ticket_machine,glass,
None,None,5106-CEM-0495,None,plate_0006,g11,london,under_ground,51.556736692,-0.137907511,csd17,urban,ticket_machine,glass,
None,None,5106-CEM-0496,None,plate_0006,g12,london,under_ground,51.550367969,-0.140452418,csd17,urban,ticket_machine,glass,
None,None,5106-CEM-0497,None,plate_0006,h01,london,under_ground,51.539468601,-0.142709548,csd17,urban,ticket_machine,glass,
None,None,5106-CEM-0498,None,plate_0006,h02,london,under_ground,51.534278448,-0.138821617,csd17,urban,ticket_machine,glass,
None,None,5106-CEM-0499,None,plate_0006,h03,london,under_ground,51.532570565,-0.105772295,csd17,urban,ticket_machine,glass,
None,None,5106-CEM-0500,None,plate_0006,h04,london,under_ground,51.525673036,-0.087540958,csd17,urban,ticket_machine,glass,
None,None,5106-CEM-0501,None,plate_0006,h05,london,under_ground,51.501270700,-0.093692651,csd17,urban,ticket_machine,glass,
None,None,5106-CEM-0502,None,plate_0006,h06,london,under_ground,51.488193706,-0.105475190,csd17,urban,ticket_machine,glass,
None,None,5106-CEM-0503,None,plate_0006,h07,london,under_ground,51.482032000,-0.112797000,csd17,urban,ticket_machine,glass,
None,None,5106-CEM-0504,None,plate_0006,h08,london,under_ground,51.464923475,-0.129515616,csd17,urban,ticket_machine,glass,
None,None,5106-CEM-0505,None,plate_0006,h09,london,under_ground,51.461803357,-0.138295129,csd17,urban,ticket_machine,glass,
None,None,5106-CEM-0506,None,plate_0006,h10,london,under_ground,51.452674157,-0.147959970,csd17,urban,ticket_machine,glass,
None,None,5106-CEM-0507,None,plate_0006,h11,london,under_ground,51.443404055,-0.153182996,csd17,urban,ticket_machine,glass,
None,None,5106-CEM-0508,None,plate_0006,h12,london,under_ground,51.435836120,-0.159677894,csd17,urban,ticket_machine,glass,
None,None,5106-CEM-0509,None,plate_0007,a01,london,under_ground,51.427516012,-0.167954323,csd17,urban,ticket_machine,glass,
None,None,5106-CEM-0510,None,plate_0007,a02,london,under_ground,51.418149511,-0.177678808,csd17,urban,ticket_machine,glass,
None,None,5106-CEM-0511,None,plate_0007,a03,london,under_ground,51.415307000,-0.191915000,csd17,urban,ticket_machine,glass,
None,None,5106-CEM-0512,None,plate_0007,a04,london,above_ground_open,51.402413117,-0.194767862,csd17,urban,ticket_machine,glass,
None,None,5106-CEM-0513,None,plate_0007,a05,london,above_ground_open,51.613684847,-0.274946709,csd17,urban,ticket_machine,glass,
None,None,5106-CEM-0514,None,plate_0007,a06,london,above_ground_open,51.602738309,-0.264170829,csd17,urban,ticket_machine,glass,
None,None,5106-CEM-0515,None,plate_0007,a07,london,above_ground_open,51.595351419,-0.250108975,csd17,urban,ticket_machine,glass,
None,None,5106-CEM-0516,None,plate_0007,a08,london,above_ground_open,51.583358035,-0.226465843,csd17,urban,ticket_machine,glass,
None,None,5106-CEM-0517,None,plate_0007,a09,london,above_ground_open,51.576860881,-0.213428926,csd17,urban,ticket_machine,glass,
None,None,5106-CEM-0518,None,plate_0007,a10,london,above_ground_open,51.572285858,-0.193965660,csd17,urban,ticket_machine,glass,
None,None,5106-CEM-0519,None,plate_0007,a11,london,under_ground,51.556754839,-0.178202920,csd17,urban,ticket_machine,glass,
None,None,5106-CEM-0520,None,plate_0007,a12,london,under_ground,51.550493839,-0.164212238,csd17,urban,ticket_machine,glass,
None,None,5106-CEM-0521,None,plate_0007,b01,london,under_ground,51.544151895,-0.153701577,csd17,urban,ticket_machine,glass,
None,None,5106-CEM-0522,None,plate_0007,b02,london,under_ground,51.520499085,-0.134642741,csd17,urban,ticket_machine,glass,
None,None,5106-CEM-0523,None,plate_0007,b03,london,,,,csd17,,,,
None,None,5106-CEM-0524,None,plate_0007,b04,london,,,,csd17,,,,
None,None,5106-CEM-0525,None,plate_0007,b05,london,,,,csd17,,,,
None,None,5106-CEM-0526,None,plate_0007,b06,london,,,,csd17,,,,
None,None,5106-CEM-0527,None,plate_0007,b07,london,under_ground,51.511290786,-0.128222550,csd17,urban,ticket_machine,glass,
None,None,5106-CEM-0528,None,plate_0007,b08,london,above_ground_open,51.650657954,-0.194737478,csd17,urban,handrail,wood,
None,None,5106-CEM-0529,None,plate_0007,b09,london,above_ground_open,51.630265127,-0.179247175,csd17,urban,handrail,metal,
None,None,5106-CEM-0530,None,plate_0007,b10,london,above_ground_open,51.617872781,-0.185394277,csd17,urban,handrail,metal,
None,None,5106-CEM-0531,None,plate_0007,b11,london,above_ground_open,51.609549070,-0.188445598,csd17,urban,handrail,metal,
None,None,5106-CEM-0532,None,plate_0007,b12,london,above_ground_open,51.601000000,-0.192400000,csd17,urban,handrail,wood,
None,None,5106-CEM-0533,None,plate_0007,c01,london,above_ground_open,51.587335007,-0.164725648,csd17,urban,handrail,metal,
None,None,5106-CEM-0534,None,plate_0007,c02,london,under_ground,51.577658850,-0.146618543,csd17,urban,escalator_handrail,rubber,
None,None,5106-CEM-0535,None,plate_0007,c03,london,under_ground,51.565495779,-0.135099708,csd17,urban,escalator_handrail,rubber,
None,None,5106-CEM-0536,None,plate_0007,c04,london,under_ground,51.556736692,-0.137907511,csd17,urban,handrail,metal,
None,None,5106-CEM-0537,None,plate_0007,c05,london,under_ground,51.550367969,-0.140452418,csd17,urban,escalator_handrail,rubber,
None,None,5106-CEM-0538,None,plate_0007,c06,london,under_ground,51.539468601,-0.142709548,csd17,urban,handrail,wood,
None,None,5106-CEM-0539,None,plate_0007,c07,london,under_ground,51.534278448,-0.138821617,csd17,urban,handrail,metal,
None,None,5106-CEM-0540,None,plate_0007,c08,london,under_ground,51.528665946,-0.133265016,csd17,urban,escalator_handrail,rubber,
None,None,5106-CEM-0541,None,plate_0007,c09,london,under_ground,51.53046702,-0.123838556,csd17,urban,handrail,metal,
None,None,5106-CEM-0542,None,plate_0007,c10,london,under_ground,51.532570565,-0.105772295,csd17,urban,escalator_handrail,rubber,
None,None,5106-CEM-0543,None,plate_0007,c11,london,under_ground,51.525673036,-0.087540958,csd17,urban,handrail,metal,
None,None,5106-CEM-0544,None,plate_0007,c12,london,under_ground,51.518434153,-0.088988842,csd17,urban,handrail,metal,
None,None,5106-CEM-0545,None,plate_0007,d01,london,under_ground,51.513373502,-0.088906725,csd17,urban,escalator_handrail,rubber,
None,None,5106-CEM-0546,None,plate_0007,d02,london,under_ground,51.50557208,-0.086907553,csd17,urban,handrail,metal,
None,None,5106-CEM-0547,None,plate_0007,d03,london,under_ground,51.501270700,-0.093692651,csd17,urban,handrail,wood,
None,None,5106-CEM-0548,None,plate_0007,d04,london,under_ground,51.495847724,-0.100711857,csd17,urban,handrail,wood,
None,None,5106-CEM-0549,None,plate_0007,d05,london,under_ground,51.488193706,-0.105475190,csd17,urban,handrail,metal,
