Sample_ID,Date_Collected,Collected_By,Country,State,City,Subway/Bus/Station,Description,Line(Station Only),Average_Ridership,Latitude,Longitude,Object_Swabbed,Surface_Material,Temperature ℃,Collection_Time,,,
CN_SH_L13_12,6/21/16,Jun Xiang,China,N/A,Shanghai,subway_station,Hanzhong Road ,Line 13,≈6451,31.2417385,121.4581787,Handrail,Rubber,29,10:41:00 AM,,,
CN_SH_L13_13,6/21/16,Jun Xiang,China,N/A,Shanghai,subway_station,nature musum,Line 13,≈6451,31.2367561,121.4626195,Handrail,Rubber,29,10:29:00 AM,,,
CN_SH_L13_14,6/21/16,Jun Xiang,China,N/A,Shanghai,subway_station,West Nanjing Road,Line 13,≈6451,31.2298481,121.4598355,Handrail,Rubber,29,10:05:00 AM,,,
CN_SH_L13_15,6/21/16,Jun Xiang,China,N/A,Shanghai,subway_station,Middle Huaihai Road,Line 13,≈6451,31.221247,121.4633695,Handrail,Rubber,29,1:29:00 PM,,,
CN_SH_L13_16,6/21/16,Jun Xiang,China,N/A,Shanghai,subway_station,new world,Line 13,≈6451,31.216435,121.4750808,Handrail,Rubber,29,1:40:00 PM,,,
CN_SH_L13_17,6/21/16,Jun Xiang,China,N/A,Shanghai,subway_station,Madang Road ,Line 13,≈6451,31.2093839,121.476387,Handrail,Rubber,29,1:48:00 PM,,,
CN_SH_L13_18,6/21/16,Jun Xiang,China,N/A,Shanghai,subway_station,World EXPO Museum,Line 13,≈6451,31.196559,121.48212,Handrail,Rubber,29,1:57:00 PM,,,
CN_SH_L13_19,6/21/16,Jun Xiang,China,N/A,Shanghai,subway_station,Expo Avenue,Line 13,≈6451,31.182425,121.4844115,Handrail,Rubber,29,2:06:00 PM,,,
CN_SH_L16_01,6/21/16,Zhuo Wen,China,N/A,Shanghai,subway_station,Dishui lake,Line 16,≈10777,30.9072726,121.9294222,Handrail,Rubber,29,1:27:00 PM,,,
CN_SH_L16_02,6/21/16,Zhuo Wen,China,N/A,Shanghai,subway_station,Lingang Avenue ,Line 16,≈10777,30.9242026,121.9099362,Handrail,Rubber,29,1:14:00 PM,,,
CN_SH_L16_03,6/21/16,Zhuo Wen,China,N/A,Shanghai,subway_station,Shuyuan,Line 16,≈10777,30.9592946,121.8503982,Handrail,Rubber,29,1:00:00 PM,,,
CN_SH_L16_04,6/21/16,Zhuo Wen,China,N/A,Shanghai,subway_station,East Huinan ,Line 16,≈10777,31.0265606,121.7936622,Handrail,Rubber,29,12:44:00 PM,,,
CN_SH_L16_05,6/21/16,Zhuo Wen,China,N/A,Shanghai,subway_station,Huinan,Line 16,≈10777,31.0537886,121.7615492,Handrail,Rubber,29,12:23:00 PM,,,
CN_SH_L16_06,6/21/16,Zhuo Wen,China,N/A,Shanghai,subway_station,Wild Animal Park ,Line 16,≈10777,31.0502006,121.6991072,Handrail,Rubber,29,12:05:00 PM,,,
CN_SH_L16_07,6/21/16,Zhuo Wen,China,N/A,Shanghai,subway_station,Xinchang,Line 16,≈10777,31.0454786,121.6488452,Handrail,Rubber,29,11:44:00 AM,,,
CN_SH_L16_08,6/21/16,Zhuo Wen,China,N/A,Shanghai,subway_station,East Hangtou,Line 16,≈10777,31.0549106,121.6172972,Handrail,Rubber,29,11:29:00 AM,,,
CN_SH_L16_09,6/21/16,Zhuo Wen,China,N/A,Shanghai,subway_station,Heshahangcheng,Line 16,≈10777,31.0776346,121.6110982,Handrail,Rubber,29,11:16:00 AM,,,
CN_SH_L16_10,6/21/16,Zhuo Wen,China,N/A,Shanghai,subway_station,East Zhoupu,Line 16,≈10777,31.1099596,121.6067692,Handrail,Rubber,29,10:59:00 AM,,,
CN_SH_L16_11,6/21/16,Zhuo Wen,China,N/A,Shanghai,subway_station,Luoshan Road ,Line 16,≈10777,31.1528066,121.5932112,Handrail,Rubber,29,10:38:00 AM,,,
CN_SH_L16_12,6/21/16,Zhuo Wen,China,N/A,Shanghai,subway_station,Minddle Huaxia Road,Line 16,≈10777,31.1758486,121.5829632,Handrail,Rubber,29,10:27:00 AM,,,
CN_SH_L16_13,6/21/16,Zhuo Wen,China,N/A,Shanghai,subway_station,Longyang Road,Line 16,≈10777,31.2024956,121.5575882,Handrail,Rubber,29,10:09:00 AM,,,
CN_SH_MG_01,6/21/16,Zhuo Wen,China,N/A,Shanghai,subway_station,Longyang Road,Maglev,,,,Handrail,Rubber,29,2:52:00 PM,,,
CN_SH_MG_02,6/21/16,Zhuo Wen,China,N/A,Shanghai,subway_station,Pudong International Airport,Maglev,,,,Handrail,Rubber,29,3:13:00 PM,,,
CSD16-AKL-001,6/20/16,Christopher Dada,New Zealand,Auckland,Auckland,train_station,Orakei station ,,983 passengers/weekday,-36.8623221,174.8095605,Bench,Wood,19,,,,
CAD26-AKL-002,6/20/16,Christopher Dada,New Zealand,Auckland,Auckland,train_station,Orakei station ,,984 passengers/weekday,-36.8623615,174.8095648,Waiting shed,Glass,20,,,,
CSD16-AKL-003,6/20/16,Christopher Dada,New Zealand,Auckland,Auckland,train_station,Orakei station ,,985 passengers/weekday,-36.8624366,174.8095119,Ticket machine ,Metal,20,,,,
CSD16-AKL-004,6/20/16,Christopher Dada,New Zealand,Auckland,Auckland,train_station,Orakei station ,,986 passengers/weekday,-36.8624002,174.8095257,Ticket machine ,Metal,19,,,,
CSD16-AKL-005,6/20/16,Christopher Dada,New Zealand,Auckland,Auckland,train_station,Orakei station ,,987 passengers/weekday,-36.8623943,174.8095224,Bench,Wood,19,,,,
CSD16-AKL-006,6/20/16,Christopher Dada,New Zealand,Auckland,Auckland,train_station,Orakei station ,,988 passengers/weekday,-36.8623448,174.8094938,Ticket machine ,Metal,21,,,,
CSD16-AKL-007,6/20/16,Christopher Dada,New Zealand,Auckland,Auckland,train_station,Meadowbank station ,,687 passengers/weekday,-36.8662717,174.8207246,Bench,Wood,21,,,,
CSD16-AKL-008,6/20/16,Christopher Dada,New Zealand,Auckland,Auckland,train_station,Meadowbank station ,,688 passengers/weekday,-36.8663099,174.8207513,Bus/ train information stand,Glass,21,,,,
CSD16-AKL-009,6/20/16,Christopher Dada,New Zealand,Auckland,Auckland,train_station,Meadowbank station ,,689 passengers/weekday,-36.8663124,174.8207887,Ticket machine ,Metal,20,,,,
CSD16-AKL-010,6/20/16,Christopher Dada,New Zealand,Auckland,Auckland,train_station,Meadowbank station ,,690 passengers/weekday,-36.866287,174.8207613,Trash can,Metal,19,,,,
CSD16-AKL-011,6/20/16,Christopher Dada,New Zealand,Auckland,Auckland,train_station,Meadowbank station ,,691 passengers/weekday,-36.8663051,174.8207272,Bench,Wood,19,,,,
CSD16-AKL-012,6/20/16,Christopher Dada,New Zealand,Auckland,Auckland,train_station,Meadowbank station ,,692 passengers/weekday,-36.8662936,174.8206704,Ticket machine ,Metal,19,,,,
CSD16-AKL-13,6/21/16,Christopher Dada,New Zealand,Auckland,Auckland,train_station,Glen Innes Railway Station,,"2,705 passengers/weekday",-36.878751,174.8542381,Bench,Wood,20,,,,
CSD-AKL-014,6/21/16,Christopher Dada,New Zealand,Auckland,Auckland,train_station,Glen Innes Railway Station,,"2,705 passengers/weekday",-36.8787746,174.8542311,Bench,Glass,21,,,,
CSD16-AKL-015,6/21/16,Christopher Dada,New Zealand,Auckland,Auckland,train_station,Glen Innes Railway Station,,"2,705 passengers/weekday",-36.8787746,174.8542349,Ticket machine ,Metal,21,,,,
CSD-AKL-016,6/21/16,Christopher Dada,New Zealand,Auckland,Auckland,train_station,Glen Innes Railway Station,,"2,705 passengers/weekday",-36.8787791,174.8546231,Bus/ train information stand,Glass,19,,,,
CSD-AKL-017,6/21/16,Christopher Dada,New Zealand,Auckland,Auckland,train_station,Glen Innes Railway Station,,"2,705 passengers/weekday",-36.8787579,174.8545205,Bus/ train information stand,Metal,20,,,,
 CSD16-AKL-018,6/21/16,Christopher Dada,New Zealand,Auckland,Auckland,train_station,Glen Innes Railway Station,,"2,705 passengers/weekday",-36.8788781,174.854252,Bench,Wood,20,,,,
CSD16-AKL-019,6/21/16,Christopher Dada,New Zealand,Auckland,Auckland,train_station,Panmure Railway Station,,1628 passengers/weekday,-36.8976873,174.8497235,Bench,Wood,20,,,,
CSD-AKL-020,6/21/16,Christopher Dada,New Zealand,Auckland,Auckland,train_station,Panmure Railway Station,,1629 passengers/weekday,-36.8977211,174.8497208,Bench,Metal,19,,,,
CSD16-AKL-021,6/21/16,Christopher Dada,New Zealand,Auckland,Auckland,train_station,Panmure Railway Station,,1630 passengers/weekday,-36.8977629,174.8497644,Ticket machine ,Metal,19,,,,
CSD16-AKL-022,6/21/16,Christopher Dada,New Zealand,Auckland,Auckland,train_station,Panmure Railway Station,,1631 passengers/weekday,-36.8976093,174.8498573,Ticket machine ,Metal,21,,,,
CSD16-AKL-025,6/21/16,Christopher Dada,New Zealand,Auckland,Auckland,train_station,Silver park station ,,"1,679 passengers/weekday",-36.9145247,174.8423452,Bench,Wood,19,,,,
CSD26-AKL-031,6/21/16,Christopher Dada,New Zealand,Auckland,Auckland,train_station,Westfield Railway Station,,354 passengers/weekday,-36.9371531,174.8317394,Bench,Metal,21,,,,
CSD16-AKL-038,6/21/16,Christopher Dada,New Zealand,Auckland,Auckland,train_station,Otahuhu Railway Station,,954 passengers/weekday,-36.9469477,174.8334695,Bench,Wood,20,,,,
CSD16-AKL-043,6/21/16,Christopher Dada,New Zealand,Auckland,Auckland,train_station,Penrose Railway Station,,475 passengers/day,-36.9104635,174.8158121,Bus/ train information stand,Glass,21,,,,
CSD16-AKL-049,6/21/16,Christopher Dada,New Zealand,Auckland,Auckland,train_station,Ellerslie Railway Station,,"1,264 passengers/day",-36.8983839,174.8081027,Bench,Wood,19,,,,
CSD16-AKL-60,6/21/16,Christopher Dada,New Zealand,Auckland,Auckland,subway_station,Britomart Transport Centre,,Eleven trains per hour,-36.8442053,174.7679586,Toilet ,Ceramic,21,,,,
CSD-HAM-001,6/23/16,Christopher Dada,New Zealand,Auckland,Hamilton,bus_stop,75 Cameron road ,,No data,-37.7849757,175.308174,Bench,Metal,22,,,,
2-1-1,6/30/16,Lennard Epping,Germany,NA,Berlin,subway_station,Pankow ,,,52.5667446,13.4116799,Rail,,24.8,9:14:13 PM,,,
2-1-2,6/30/16,Lennard Epping,Germany,NA,Berlin,subway_station,Pankow ,,,52.5495061,13.412415,Ticketing Machine ,Plastic,24.6,9:15:10 PM,,,
2-1-3,6/30/16,Lennard Epping,Germany,NA,Berlin,subway_car,Pankow ,,,52.54970301,13.41360722,Ceiling Rail,Metal,24.1,9:15:52 PM,,,
2-10-1,7/4/16,Lennard Epping,Germany,NA,Berlin,subway_station,Spittelmarkt ,,,52.51110577,13.40506675,Rail,Metal,24.3,3:39:21 PM,,,
2-10-2,7/4/16,Lennard Epping,Germany,NA,Berlin,subway_station,Spittelmarkt ,,,52.5173934,13.4052712,Ticketing Machine ,Plastic,24,3:37:25 PM,,,
2-10-3,7/4/16,Lennard Epping,Germany,NA,Berlin,subway_car,Spittelmarkt ,,,52.5181149,13.4013001,Ceiling Rail,Plastic,23.7,3:38:50 PM,,,
2-11-1,7/4/16,Lennard Epping,Germany,NA,Berlin,subway_station,Hauavogteiplatz,,,52.51330516,13.39444782,Rail,Metal,23.9,3:37:27 PM,,,
2-11-2,7/4/16,Lennard Epping,Germany,NA,Berlin,subway_station,Hauavogteiplatz ,,,52.4980357,13.3612003,Ticketing Machine ,Plastic,23.7,3:39:59 PM,,,
2-11-3,7/4/16,Lennard Epping,Germany,NA,Berlin,subway_car,Hauavogteiplatz ,,,52.5082034,13.3818793,Ceiling Rail,Plastic,,3:37:30 PM,,,
2-13-1,7/4/16,Lennard Epping,Germany,NA,Berlin,subway_station,Mohrenstrasse,,,52.51167723,13.38368842,Rail,Metal,23.8,3:38:53 PM,,,
2-13-2,7/4/16,Lennard Epping,Germany,NA,Berlin,subway_station,Mohrenstrasse ,,,52.5082034,13.3818793,Ticketing Machine ,Plastic,23.3,3:37:33 PM,,,
2-13-3,7/4/16,Lennard Epping,Germany,NA,Berlin,subway_car,Mohrenstrasse ,,,52.50335224,13.37492767,Ceiling Rail,Plastic,23.5,3:37:50 PM,,,
2-14-1,7/4/16,Lennard Epping,Germany,NA,Berlin,subway_station,Potsdamer Platz ,,,52.5084197,13.3771786,Rail,Metal,23.3,3:39:24 PM,,,
2-14-2,7/4/16,Lennard Epping,Germany,NA,Berlin,subway_station,Potsdamer Platz ,,,52.5082034,13.3818793,Ticketing Machine ,Plastic,23.6,3:37:36 PM,,,
2-14-3,7/4/16,Lennard Epping,Germany,NA,Berlin,subway_station,Potsdamer Platz ,,,52.49769828,13.3637871,Ceiling Rail,Plastic,24,3:38:56 PM,,,
2-15-1,7/4/16,Lennard Epping,Germany,NA,Berlin,subway_station,Mendelssohn-Bartholdy-Park ,,,52.5034596,13.3747141,Rail,Metal,24.2,3:37:39 PM,,,
2-15-2,7/4/16,Lennard Epping,Germany,NA,Berlin,subway_station,Mendelssohn-Bartholdy-Park ,,,52.50345527,13.37466913,Ticketing Machine ,Plastic,23.7,3:40:07 PM,,,
2-15-3,7/4/16,Lennard Epping,Germany,NA,Berlin,subway_car,Mendelssohn-Bartholdy-Park ,,,52.49986392,13.35377129,Ceiling Rail,Plastic,23.8,3:37:41 PM,,,
2-16-1,7/4/16,Lennard Epping,Germany,NA,Berlin,subway_station,Buelowstrasse,,,52.49803477,13.36258882,Rail,Metal,23.8,3:38:59 PM,,,
2-16-2,7/4/16,Lennard Epping,Germany,NA,Berlin,subway_station,Buelowstrasse ,,,52.49800294,13.36279945,Ticketing Machine ,Plastic,23.3,3:37:44 PM,,,
2-16-3,7/4/16,Lennard Epping,Germany,NA,Berlin,subway_car,Buelowstrasse ,,,52.5012308,13.3480044,Ceiling Rail,Plastic,23.3,3:39:03 PM,,,
2-2-1,6/30/16,Lennard Epping,Germany,NA,Berlin,subway_station,Vinetastrasse ,,,52.5495061,13.412415,Rail,Metal,23.7,9:14:16 PM,,,
2-2-2,6/30/16,Lennard Epping,Germany,NA,Berlin,subway_station,Vinetastrasse ,,,52.5495061,13.412415,Ticketing Machine ,Plastic,23.5,9:15:13 PM,,,
2-2-3,6/30/16,Lennard Epping,Germany,NA,Berlin,subway_car,Vinetastrasse ,,,52.5423364,13.41247534,Ceiling Rail,Plastic,23.7,9:14:19 PM,,,
2-21-1,7/4/16,Lennard Epping,Germany,NA,Berlin,subway_station,Ernst-Reuter-Platz ,,,52.5088698,13.3227731,Rail,Plastic,23.1,3:37:47 PM,,,
2-21-2,7/4/16,Lennard Epping,Germany,NA,Berlin,subway_station,Ernst-Reuter-Platz,,,52.5125781,13.3221064,Ticketing Machine ,Metal,23.3,3:39:35 PM,,,
2-21-3,7/4/16,Lennard Epping,Germany,NA,Berlin,subway_car,Ernst-Reuter-Platz ,,,52.5088698,13.3227731,Ceiling Rail,Plastic,23.7,3:40:01 PM,,,
2-22-1,7/4/16,Lennard Epping,Germany,NA,Berlin,subway_station,Deutsche Oper ,,,52.5088698,13.3227731,Rail,Metal,24.2,3:37:53 PM,,,
2-22-2,7/4/16,Lennard Epping,Germany,NA,Berlin,subway_station,Deutsche Oper ,,,52.5088698,13.3227731,Ticketing Machine ,Plastic,24.6,3:39:07 PM,,,
2-22-3,7/4/16,Lennard Epping,Germany,NA,Berlin,subway_car,Deutsche Oper ,,,52.5101548,13.2847768,Ceiling Rail,Metal,25.4,3:37:56 PM,,,
2-24-1,7/4/16,Lennard Epping,Germany,NA,Berlin,subway_station,Sophie-Charlotte-Platz,,,52.5108616,13.2970512,Rail,Wood,24.7,3:39:10 PM,,,
2-24-2,7/4/16,Lennard Epping,Germany,NA,Berlin,subway_station,Sophie-Charlotte-Platz ,,,52.5088698,13.3227731,Ticketing Machine ,Plastic,24.2,3:39:37 PM,,,
2-24-3,7/4/16,Lennard Epping,Germany,NA,Berlin,subway_car,Sophie-Charlotte-Platz ,,,52.5127771,13.2677184,Ceiling Rail,Plastic,24.4,3:37:58 PM,,,
2-25-1,7/4/16,Lennard Epping,Germany,NA,Berlin,subway_station,Kaiserdamm,,,52.51060105,13.28378562,Rail,Metal,25.1,3:38:01 PM,,,
2-25-2,7/4/16,Lennard Epping,Germany,NA,Berlin,subway_station,Kaiserdamm ,,,52.5127771,13.2677184,Ticketing Machine ,Plastic,25.2,3:40:26 PM,,,
2-25-3,7/4/16,Lennard Epping,Germany,NA,Berlin,subway_car,Kaiserdamm ,,,52.5127771,13.2677184,Ceiling Rail,Plastic,25.1,3:38:04 PM,,,
2-26-1,7/4/16,Lennard Epping,Germany,NA,Berlin,subway_station,Theodor-Heuss-Platz,,,52.5095899,13.2748482,Rail,Plastic,25.4,3:39:13 PM,,,
2-26-2,7/4/16,Lennard Epping,Germany,NA,Berlin,subway_station,Theodor-Heuss-Platz ,,,52.5095899,13.2748482,Ticketing Machine ,Metal,25.3,3:38:07 PM,,,
2-26-3,7/4/16,Lennard Epping,Germany,NA,Berlin,subway_car,Theodor-Heuss-Platz ,,,52.518342,13.2516148,Ceiling Rail,Plastic,25.5,3:39:40 PM,,,
2-27-1,7/4/16,Lennard Epping,Germany,NA,Berlin,subway_station,Neu Westend ,,,52.5127771,13.2677184,Rail,Metal,24.9,3:38:10 PM,,,
2-27-2,7/4/16,Lennard Epping,Germany,NA,Berlin,subway_station,Neu Westend ,,,52.5127771,13.2677184,Ticketing Machine ,Plastic,24.7,3:39:15 PM,,,
2-27-3,7/4/16,Lennard Epping,Germany,NA,Berlin,subway_car,Neu Westend ,,,52.518342,13.2516148,Ceiling Rail,,24.2,3:38:27 PM,,,
2-28-1,7/4/16,Lennard Epping,Germany,NA,Berlin,subway_station,Olympia Stadion ,,,52.518342,13.2516148,Rail,Plastic,24.6,3:38:24 PM,,,
2-28-2,7/4/16,Lennard Epping,Germany,NA,Berlin,subway_station,Olympia Stadion ,,,52.518342,13.2516148,Ticketing Machine ,Wood,24.4,3:40:04 PM,,,
2-28-3,7/4/16,Lennard Epping,Germany,NA,Berlin,subway_car,Olympia Stadion ,,,52.5127771,13.2677184,Ceiling Rail,Plastic,24.5,3:39:18 PM,,,
2-3-1,6/30/16,Lennard Epping,Germany,NA,Berlin,subway_station,Schoenhauser Allee ,,,52.54964864,13.41371527,Rail,Metal,23.2,9:15:30 PM,,,
2-3-2,6/30/16,Lennard Epping,Germany,NA,Berlin,subway_station,Schoenhauser Allee ,,,52.54964575,13.41372027,Ticketing Machine ,Plastic,22.8,9:14:22 PM,,,
2-3-3,6/30/16,Lennard Epping,Germany,NA,Berlin,subway_car,Schoenhauser Allee ,,,52.5495858,13.4134997,Ceiling Rail,,23.1,9:15:16 PM,,,
2-4-1,6/30/16,Lennard Epping,Germany,NA,Berlin,subway_station,Eberswalder Strasse ,,,52.5424938,13.4123018,Rail,Metal,23.2,9:14:25 PM,,,
2-4-2,6/30/16,Lennard Epping,Germany,NA,Berlin,subway_station,Eberswalder Strasse ,,,52.5422866,13.4122502,Ticketing Machine ,Plastic,23.8,9:15:57 PM,,,
2-4-3,6/30/16,Lennard Epping,Germany,NA,Berlin,subway_car,Eberswalder Strasse ,,,52.5495061,13.412415,Ceiling Rail,Plastic,23.7,9:14:28 PM,,,
2-5-1,6/30/16,Lennard Epping,Germany,NA,Berlin,subway_station,Senefelderplatz ,,,52.5330632,13.4125805,Rail,Metal,23.3,9:15:19 PM,,,
2-5-2,6/30/16,Lennard Epping,Germany,NA,Berlin,subway_station,Senefelderplatz ,,,52.5495061,13.412415,Ticketing Machine ,Plastic,23.2,9:14:31 PM,,,
2-5-3,6/30/16,Lennard Epping,Germany,NA,Berlin,subway_car,Senefelderplatz ,,,52.5227768,13.4134022,Ceiling Rail,Plastic,23.6,9:15:33 PM,,,
2-6-1,6/30/16,Lennard Epping,Germany,NA,Berlin,subway_station,Rosa-Luxemburg-Platz,,,52.52878642,13.410268,Rail,Metal,25.2,9:14:34 PM,,,
2-6-2,6/30/16,Lennard Epping,Germany,NA,Berlin,subway_station,Rosa-Luxemburg-Platz ,,,52.52867086,13.41006308,Ticketing Machine ,Plastic,25.4,9:15:22 PM,,,
2-6-3,6/30/16,Lennard Epping,Germany,NA,Berlin,subway_car,Rosa-Luxemburg-Platz ,,,52.5174461,13.4048134,Ceiling Rail,,25.1,9:14:37 PM,,,
2-8-1,6/30/16,Lennard Epping,Germany,NA,Berlin,subway_station,Klosterstrasse ,,,52.51810187,13.41208416,Rail,Metal,26.1,9:15:54 PM,,,
2-8-2,6/30/16,Lennard Epping,Germany,NA,Berlin,subway_station,Klosterstrasse ,,,52.5174461,13.4048134,Ticketing Machine ,Plastic,25.7,9:14:40 PM,,,
2-8-3,6/30/16,Lennard Epping,Germany,NA,Berlin,subway_car,Klosterstrasse ,,,52.5183466,13.3999366,Ceiling Rail,Plastic,25.7,9:15:25 PM,,,
2-9-1,7/4/16,Lennard Epping,Germany,NA,Berlin,subway_station,Maerkisches Museum ,,,52.5125606,13.4110176,Rail,Metal,24.4,3:37:16 PM,,,
2-9-2,7/4/16,Lennard Epping,Germany,NA,Berlin,subway_station,Maerkisches Museum ,,,52.5173934,13.4052712,Ticketing Machine ,Plastic,23.6,3:37:19 PM,,,
2-9-3,7/4/16,Lennard Epping,Germany,NA,Berlin,subway_car,Maerkisches Museum ,,,52.5085227,13.3864993,Ceiling Rail,,24.1,3:38:47 PM,,,
5-10-1,8/2/16,Lennard Epping,Germany,NA,Berlin,subway_station,Friedrichsfelde ,,,52.50563259,13.51335682,Rail,Metal,25.1,10:22:39 AM,,,
5-10-2,8/2/16,Lennard Epping,Germany,NA,Berlin,subway_station,Friedrichsfelde ,,,52.50563249,13.51335635,Ticketing Machine ,Plastic,24.6,10:23:56 AM,,,
5-10-3,8/2/16,Lennard Epping,Germany,NA,Berlin,subway_car,Friedrichsfelde ,,,52.49830866,13.54202462,Ceiling Rail,Plastic,24.4,10:24:27 AM,,,
5-11-1,8/2/16,Lennard Epping,Germany,NA,Berlin,subway_station,Tierpark ,,,52.49668781,13.52336908,Rail,Metal,24.3,10:22:42 AM,,,
5-11-2,8/2/16,Lennard Epping,Germany,NA,Berlin,subway_station,Tierpark ,,,52.49681386,13.52362598,Ticketing Machine ,Plastic,23.8,10:22:45 AM,,,
5-11-3,8/2/16,Lennard Epping,Germany,NA,Berlin,subway_car,Tierpark ,,,52.50203617,13.55438021,Ceiling Rail,,23.3,10:23:59 AM,,,
5-12-1,8/2/16,Lennard Epping,Germany,NA,Berlin,subway_station,Biesdorf-S√ºd,,,52.49984236,13.54685836,Rail,Metal,23.4,10:22:48 AM,,,
5-12-2,8/2/16,Lennard Epping,Germany,NA,Berlin,subway_station,Biesdorf-S√ºd ,,,52.49983655,13.54691139,Ticketing Machine ,Plastic,23.2,10:24:58 AM,,,
5-12-3,8/2/16,Lennard Epping,Germany,NA,Berlin,subway_car,Biesdorf-S√ºd ,,,52.50520029,13.56082981,Ceiling Rail,,23,10:22:51 AM,,,
5-13-1,8/2/16,Lennard Epping,Germany,NA,Berlin,subway_station,Elsterwerdaer Platz ,,,52.50540648,13.56109436,Rail,Metal,23.6,10:24:02 AM,,,
5-13-2,8/2/16,Lennard Epping,Germany,NA,Berlin,subway_station,Elsterwerdaer Platz ,,,52.50531907,13.5610081,Ticketing Machine ,Plastic,23.2,10:22:54 AM,,,
5-13-3,8/2/16,Lennard Epping,Germany,NA,Berlin,subway_car,Elsterwerdaer Platz ,,,52.52130326,13.58865396,Ceiling Rail,Plastic,23.3,10:24:30 AM,,,
5-14-1,8/2/16,Lennard Epping,Germany,NA,Berlin,subway_station,Wuhletal ,,,52.51238804,13.57633416,Rail,Metal,23.5,10:22:56 AM,,,
5-14-2,8/2/16,Lennard Epping,Germany,NA,Berlin,subway_station,Wuhletal ,,,52.51252049,13.57632382,Ticketing Machine ,Plastic,23.1,10:24:05 AM,,,
5-14-3,8/2/16,Lennard Epping,Germany,NA,Berlin,subway_car,Wuhletal ,,,52.52903769,13.59043909,Ceiling Rail,Plastic,23,10:22:59 AM,,,
5-15-1,8/2/16,Lennard Epping,Germany,NA,Berlin,subway_station,Kaulsdorf-Nord,,,52.52180817,13.58890274,Rail,Plastic,23,10:25:07 AM,,,
5-15-2,8/2/16,Lennard Epping,Germany,NA,Berlin,subway_station,Kaulsdorf-Nord ,,,52.5216456,13.58879741,Ticketing Machine ,Plastic,22.9,10:23:02 AM,,,
5-15-3,8/2/16,Lennard Epping,Germany,NA,Berlin,subway_car,Kaulsdorf-Nord ,,,52.53547053,13.60266875,Ceiling Rail,,23.1,10:24:08 AM,,,
5-16-1,8/2/16,Lennard Epping,Germany,NA,Berlin,subway_station,Neue Grottkauer Strasse ,,,52.52860092,13.59076477,Rail,Plastic,22.7,10:24:34 AM,,,
5-16-1,8/2/16,Lennard Epping,Germany,NA,Berlin,subway_station,Neue Grottkauer Strasse ,,,52.52915139,13.59085082,Ticketing Machine ,Plastic,23.9,10:23:05 AM,,,
5-16-3,8/2/16,Lennard Epping,Germany,NA,Berlin,subway_car,Neue Grottkauer Strasse ,,,52.53858786,13.61571428,Ceiling Rail,Plastic,22.9,10:23:07 AM,,,
5-17-1,8/2/16,Lennard Epping,Germany,NA,Berlin,subway_station,Cottbusser Platz ,,,52.53372511,13.59601654,Rail,Plastic,23.8,10:24:11 AM,,,
5-17-2,8/2/16,Lennard Epping,Germany,NA,Berlin,subway_station,Cottbusser Platz ,,,52.53369168,13.59603724,Ticketing Machine ,Plastic,23.2,10:23:10 AM,,,
5-17-3,8/2/16,Lennard Epping,Germany,NA,Berlin,subway_car,Cottbusser Platz ,,,52.53940723,13.62659553,Ceiling Rail,,23.1,10:25:01 AM,,,
5-18-1,8/2/16,Lennard Epping,Germany,NA,Berlin,subway_station,Hellersdorf ,,,52.53653929,13.60580057,Rail,Plastic,24.2,10:23:13 AM,,,
5-18-2,8/2/16,Lennard Epping,Germany,NA,Berlin,subway_station,Hellersdorf ,,,52.53653767,13.60579345,Ticketing Machine ,Plastic,23.5,10:24:14 AM,,,
5-18-3,8/2/16,Lennard Epping,Germany,NA,Berlin,subway_car,Hellersdorf ,,,52.53848085,13.63267625,Ceiling Rail,Plastic,23.7,10:23:16 AM,,,
5-19-1,8/2/16,Lennard Epping,Germany,NA,Berlin,subway_station,Louis-Lewin Strasse ,,,52.53886873,13.6175001,Rail,Plastic,24.1,10:24:37 AM,,,
5-19-2,8/2/16,Lennard Epping,Germany,NA,Berlin,subway_station,Louis-Lewin Strasse ,,,52.53887227,13.61748694,Ticketing Machine ,Plastic,23.7,10:23:18 AM,,,
5-19-3,8/2/16,Lennard Epping,Germany,NA,Berlin,subway_car,Louis-Lewin Strasse ,,,52.53845151,13.63275675,Ceiling Rail,Plastic,23.5,10:24:17 AM,,,
5-2-1,7/11/16,Lennard Epping,Germany,NA,Berlin,subway_station,Schillingstrasse ,,,52.5167008,13.4407376,Rail,Metal,23.3,9:31:55 AM,,,
5-2-2,7/11/16,Lennard Epping,Germany,NA,Berlin,subway_station,Schillingstrasse ,,,52.5167008,13.4407376,Ticketing Machine ,Plastic,23.1,9:32:51 AM,,,
5-2-3,7/11/16,Lennard Epping,Germany,NA,Berlin,subway_car,Schillingstrasse ,,,52.512626,13.4759983,Ceiling Rail,Leather,23.2,9:32:04 AM,,,
5-20-1,8/2/16,Lennard Epping,Germany,NA,Berlin,subway_station,Hoenow,,,52.53857657,13.63240189,Rail,Plastic,23.3,10:23:21 AM,,,
5-20-2,8/2/16,Lennard Epping,Germany,NA,Berlin,subway_station,Hoenow ,,,52.5385788,13.63243604,Ticketing Machine ,Plastic,23.1,10:25:25 AM,,,
5-20-3,8/2/16,Lennard Epping,Germany,NA,Berlin,subway_car,Hoenow ,,,52.53475658,13.59957864,Ceiling Rail,Plastic,23.1,10:23:24 AM,,,
